       magilla    MFPRT(31DEC13)     745               09-NOV-2015   22:15:34               Page    1
 Row #      Plane     Peak int      X-offset      Y-offset     Err peak    Err X-off    Err Y-off    Resid rms     Velocity
           pixels      Jy/beam           mas           mas      Jy/beam          mas          mas           Jy         km/s
 
*****   MF file version = 1    V255U LINE2 .ICL001. 1   *****
 
 Row #      Plane     Peak int      X-offset      Y-offset     Err peak    Err X-off    Err Y-off    Resid rms     Velocity
           pixels      Jy/beam           mas           mas      Jy/beam          mas          mas           Jy         km/s
 
   274    109.000        0.194       333.271      -607.130        0.054        0.889        0.760        0.055     -526.102
   275    109.000        0.179       342.278      -613.428        0.054        0.962        0.822        0.028     -526.102
   276    109.000        0.161       487.938      -610.938        0.054        1.072        0.916        0.074     -526.102
   277    109.000        0.157       352.131      -610.477        0.054        1.097        0.938        0.034     -526.102
   278    109.000        0.154       343.037      -605.551        0.054        1.120        0.957        0.036     -526.102
   279    109.000        0.113       493.142      -606.006        0.054        1.527        1.305        0.056     -526.102
   280    109.000        0.090       499.775      -609.709        0.054        1.913        1.635        0.057     -526.102
   281    110.000       27.931         0.036         0.059        0.063        0.007        0.006        0.347     -526.856
   282    110.000        0.231       343.074      -613.293        0.063        0.877        0.749        0.034     -526.856
   283    110.000        0.209       334.469      -607.934        0.063        0.966        0.826        0.047     -526.856
   284    110.000        0.207       352.736      -611.732        0.063        0.977        0.835        0.044     -526.856
   285    110.000        0.141       343.580      -606.362        0.063        1.436        1.227        0.039     -526.856
   286    110.000        0.105       326.887      -610.387        0.063        1.918        1.639        0.049     -526.856
   287    111.000       30.800         0.144         0.222        0.067        0.007        0.006        0.403     -527.609
   288    111.000        0.274       583.402      -614.396        0.067        0.785        0.671        0.057     -527.609
   289    111.000        0.196       582.642      -604.901        0.067        1.097        0.937        0.060     -527.609
   290    112.000       30.840         0.180         0.313        0.066        0.007        0.006        0.327     -528.362
   291    112.000        0.146       594.263      -609.869        0.066        1.457        1.245        0.053     -528.362
   292    112.000        0.089       494.785      -604.859        0.066        2.391        2.043        0.049     -528.362
   293    112.000        0.087       490.588      -610.819        0.066        2.458        2.100        0.060     -528.362
   294    112.000        0.075       499.841      -609.510        0.066        2.841        2.428        0.048     -528.362
   295    113.000       26.855         0.185         0.357        0.058        0.007        0.006        0.215     -529.116
   296    113.000        0.109       493.894      -603.513        0.058        1.697        1.451        0.056     -529.116
   297    113.000        0.098       499.409      -607.192        0.058        1.895        1.619        0.043     -529.116
   298    113.000        0.083       489.436      -608.259        0.058        2.238        1.912        0.071     -529.116
   299    113.000        0.057       534.608      -612.321        0.058        3.259        2.785        0.039     -529.116
   300    114.000       18.372         0.165         0.340        0.040        0.007        0.006        0.112     -529.869
