Header information
 
Source: G339.884-1.2
RA:   16 52  4.67        DEC: -46  8 34.22   (J2000)
OBS. DATE: 20131119          Time of record:   1/  6  7 32.9
No. channels:  1024           First channel plotted     1
Bw (kHz):      0.977
Rest freq. (MHz) :    6668.5195      Av. weight :       0.0000
 
DATA follow with format: (1X,I5,2X,I3,2X,A5,2X,F12.4,3(2X,G15.6))
 
Channel  IF  Polar     Frequency     Velocity         Real(Jy)         Imag(Jy)
   448    1  I           6669.4365     -18.6448          227.441          0.00000
   449    1  I           6669.4375     -18.6887          218.426          0.00000
   450    1  I           6669.4385     -18.7326          206.388          0.00000
   451    1  I           6669.4395     -18.7765          192.623          0.00000
   452    1  I           6669.4404     -18.8204          178.395          0.00000
   453    1  I           6669.4414     -18.8643          164.106          0.00000
   454    1  I           6669.4424     -18.9082          150.110          0.00000
   455    1  I           6669.4434     -18.9521          136.227          0.00000
   456    1  I           6669.4443     -18.9960          122.808          0.00000
   457    1  I           6669.4453     -19.0399          109.931          0.00000
   458    1  I           6669.4463     -19.0838          98.2134          0.00000
   459    1  I           6669.4473     -19.1277          87.8257          0.00000
   460    1  I           6669.4482     -19.1716          79.4584          0.00000
   461    1  I           6669.4492     -19.2155          73.1165          0.00000
   462    1  I           6669.4502     -19.2594          68.8923          0.00000
   463    1  I           6669.4512     -19.3033          66.5218          0.00000
   464    1  I           6669.4521     -19.3472          65.6764          0.00000
   465    1  I           6669.4531     -19.3911          65.6736          0.00000
   466    1  I           6669.4541     -19.4350          66.1785          0.00000
   467    1  I           6669.4551     -19.4789          66.6652          0.00000
   468    1  I           6669.4561     -19.5228          66.8220          0.00000
   469    1  I           6669.4570     -19.5667          66.5891          0.00000
   470    1  I           6669.4580     -19.6106          66.0558          0.00000
   471    1  I           6669.4590     -19.6545          65.2378          0.00000
   472    1  I           6669.4600     -19.6984          64.0824          0.00000
   473    1  I           6669.4609     -19.7423          62.9536          0.00000
   474    1  I           6669.4619     -19.7862          61.8032          0.00000
   475    1  I           6669.4629     -19.8301          60.6027          0.00000
   476    1  I           6669.4639     -19.8740          59.3545          0.00000
   477    1  I           6669.4648     -19.9179          58.1485          0.00000
   478    1  I           6669.4658     -19.9618          57.0160          0.00000
   479    1  I           6669.4668     -20.0057          55.9020          0.00000
   480    1  I           6669.4678     -20.0496          54.8665          0.00000
   481    1  I           6669.4688     -20.0935          53.8810          0.00000
   482    1  I           6669.4697     -20.1374          52.9538          0.00000
   483    1  I           6669.4707     -20.1813          52.0969          0.00000
   484    1  I           6669.4717     -20.2252          51.2199          0.00000
   485    1  I           6669.4727     -20.2691          50.3896          0.00000
   486    1  I           6669.4736     -20.3130          49.6799          0.00000
   487    1  I           6669.4746     -20.3569          49.0793          0.00000
   488    1  I           6669.4756     -20.4008          48.5462          0.00000
   489    1  I           6669.4766     -20.4447          48.0986          0.00000
   490    1  I           6669.4775     -20.4886          47.8182          0.00000
   491    1  I           6669.4785     -20.5325          47.5385          0.00000
   492    1  I           6669.4795     -20.5764          47.3868          0.00000
   493    1  I           6669.4805     -20.6203          47.2684          0.00000
   494    1  I           6669.4814     -20.6642          47.1890          0.00000
   495    1  I           6669.4824     -20.7081          47.1454          0.00000
   496    1  I           6669.4834     -20.7520          47.1445          0.00000
   497    1  I           6669.4844     -20.7959          47.1221          0.00000
   498    1  I           6669.4854     -20.8398          47.1189          0.00000
   499    1  I           6669.4863     -20.8837          47.0946          0.00000
   500    1  I           6669.4873     -20.9276          47.0328          0.00000
   501    1  I           6669.4883     -20.9715          47.0300          0.00000
   502    1  I           6669.4893     -21.0154          47.0325          0.00000
   503    1  I           6669.4902     -21.0593          46.9576          0.00000
   504    1  I           6669.4912     -21.1032          46.8936          0.00000
   505    1  I           6669.4922     -21.1471          46.8587          0.00000
   506    1  I           6669.4932     -21.1910          46.7844          0.00000
   507    1  I           6669.4941     -21.2349          46.7387          0.00000
   508    1  I           6669.4951     -21.2788          46.6741          0.00000
   509    1  I           6669.4961     -21.3227          46.6057          0.00000
   510    1  I           6669.4971     -21.3666          46.4951          0.00000
   511    1  I           6669.4980     -21.4105          46.4224          0.00000
   512    1  I           6669.4990     -21.4544          46.3270          0.00000
   513    1  I           6669.5000     -21.4983          46.2624          0.00000
   514    1  I           6669.5010     -21.5422          46.2077          0.00000
   515    1  I           6669.5020     -21.5861          46.1721          0.00000
   516    1  I           6669.5029     -21.6300          46.1349          0.00000
   517    1  I           6669.5039     -21.6739          46.1391          0.00000
   518    1  I           6669.5049     -21.7178          46.1652          0.00000
   519    1  I           6669.5059     -21.7617          46.1767          0.00000
   520    1  I           6669.5068     -21.8056          46.1876          0.00000
   521    1  I           6669.5078     -21.8495          46.2147          0.00000
   522    1  I           6669.5088     -21.8934          46.2171          0.00000
   523    1  I           6669.5098     -21.9373          46.1931          0.00000
   524    1  I           6669.5107     -21.9812          46.1100          0.00000
   525    1  I           6669.5117     -22.0251          46.0165          0.00000
   526    1  I           6669.5127     -22.0690          45.9699          0.00000
   527    1  I           6669.5137     -22.1129          45.8945          0.00000
   528    1  I           6669.5146     -22.1568          45.8750          0.00000
   529    1  I           6669.5156     -22.2007          45.8566          0.00000
   530    1  I           6669.5166     -22.2446          45.8683          0.00000
   531    1  I           6669.5176     -22.2885          45.9369          0.00000
   532    1  I           6669.5186     -22.3324          46.0389          0.00000
   533    1  I           6669.5195     -22.3763          46.1719          0.00000
   534    1  I           6669.5205     -22.4202          46.2829          0.00000
   535    1  I           6669.5215     -22.4641          46.3381          0.00000
   536    1  I           6669.5225     -22.5080          46.3961          0.00000
   537    1  I           6669.5234     -22.5519          46.3981          0.00000
   538    1  I           6669.5244     -22.5958          46.3264          0.00000
   539    1  I           6669.5254     -22.6397          46.2468          0.00000
   540    1  I           6669.5264     -22.6836          46.1240          0.00000
   541    1  I           6669.5273     -22.7275          45.9740          0.00000
   542    1  I           6669.5283     -22.7714          45.8661          0.00000
   543    1  I           6669.5293     -22.8153          45.7363          0.00000
   544    1  I           6669.5303     -22.8592          45.6550          0.00000
   545    1  I           6669.5312     -22.9031          45.6100          0.00000
   546    1  I           6669.5322     -22.9470          45.5441          0.00000
   547    1  I           6669.5332     -22.9909          45.4765          0.00000
   548    1  I           6669.5342     -23.0348          45.4666          0.00000
   549    1  I           6669.5352     -23.0787          45.4300          0.00000
   550    1  I           6669.5361     -23.1226          45.4256          0.00000
   551    1  I           6669.5371     -23.1665          45.4246          0.00000
   552    1  I           6669.5381     -23.2104          45.4183          0.00000
   553    1  I           6669.5391     -23.2543          45.4115          0.00000
   554    1  I           6669.5400     -23.2982          45.4016          0.00000
   555    1  I           6669.5410     -23.3421          45.3916          0.00000
   556    1  I           6669.5420     -23.3860          45.3917          0.00000
   557    1  I           6669.5430     -23.4299          45.3968          0.00000
   558    1  I           6669.5439     -23.4738          45.3608          0.00000
   559    1  I           6669.5449     -23.5177          45.3746          0.00000
   560    1  I           6669.5459     -23.5616          45.3746          0.00000
   561    1  I           6669.5469     -23.6055          45.3681          0.00000
   562    1  I           6669.5479     -23.6494          45.3788          0.00000
   563    1  I           6669.5488     -23.6933          45.3797          0.00000
   564    1  I           6669.5498     -23.7372          45.3836          0.00000
   565    1  I           6669.5508     -23.7811          45.3858          0.00000
   566    1  I           6669.5518     -23.8250          45.3975          0.00000
   567    1  I           6669.5527     -23.8689          45.3965          0.00000
   568    1  I           6669.5537     -23.9128          45.3982          0.00000
   569    1  I           6669.5547     -23.9567          45.4045          0.00000
   570    1  I           6669.5557     -24.0006          45.4284          0.00000
   571    1  I           6669.5566     -24.0445          45.4831          0.00000
   572    1  I           6669.5576     -24.0884          45.5229          0.00000
   573    1  I           6669.5586     -24.1323          45.6154          0.00000
   574    1  I           6669.5596     -24.1762          45.7031          0.00000
   575    1  I           6669.5605     -24.2201          45.8522          0.00000
   576    1  I           6669.5615     -24.2640          46.0391          0.00000
   577    1  I           6669.5625     -24.3079          46.2710          0.00000
   578    1  I           6669.5635     -24.3518          46.4678          0.00000
   579    1  I           6669.5645     -24.3957          46.7125          0.00000
   580    1  I           6669.5654     -24.4396          46.8795          0.00000
   581    1  I           6669.5664     -24.4835          47.0677          0.00000
   582    1  I           6669.5674     -24.5274          47.1988          0.00000
   583    1  I           6669.5684     -24.5713          47.1660          0.00000
   584    1  I           6669.5693     -24.6152          47.1081          0.00000
   585    1  I           6669.5703     -24.6591          46.9968          0.00000
   586    1  I           6669.5713     -24.7030          46.8323          0.00000
   587    1  I           6669.5723     -24.7469          46.6102          0.00000
   588    1  I           6669.5732     -24.7908          46.3534          0.00000
   589    1  I           6669.5742     -24.8347          46.1359          0.00000
   590    1  I           6669.5752     -24.8786          45.9406          0.00000
   591    1  I           6669.5762     -24.9225          45.7774          0.00000
   592    1  I           6669.5771     -24.9664          45.6527          0.00000
   593    1  I           6669.5781     -25.0103          45.5434          0.00000
   594    1  I           6669.5791     -25.0542          45.5066          0.00000
   595    1  I           6669.5801     -25.0981          45.4411          0.00000
   596    1  I           6669.5811     -25.1420          45.4067          0.00000
   597    1  I           6669.5820     -25.1859          45.3797          0.00000
   598    1  I           6669.5830     -25.2298          45.3634          0.00000
   599    1  I           6669.5840     -25.2737          45.3607          0.00000
   600    1  I           6669.5850     -25.3176          45.3334          0.00000
   601    1  I           6669.5859     -25.3615          45.3417          0.00000
   602    1  I           6669.5869     -25.4054          45.3204          0.00000
   603    1  I           6669.5879     -25.4493          45.3032          0.00000
   604    1  I           6669.5889     -25.4932          45.3183          0.00000
   605    1  I           6669.5898     -25.5371          45.3240          0.00000
   606    1  I           6669.5908     -25.5809          45.3021          0.00000
   607    1  I           6669.5918     -25.6248          45.2968          0.00000
   608    1  I           6669.5928     -25.6687          45.3081          0.00000
   609    1  I           6669.5938     -25.7126          45.2888          0.00000
   610    1  I           6669.5947     -25.7565          45.3229          0.00000
   611    1  I           6669.5957     -25.8004          45.3364          0.00000
   612    1  I           6669.5967     -25.8443          45.3153          0.00000
   613    1  I           6669.5977     -25.8882          45.3046          0.00000
   614    1  I           6669.5986     -25.9321          45.3241          0.00000
   615    1  I           6669.5996     -25.9760          45.3485          0.00000
   616    1  I           6669.6006     -26.0199          45.3284          0.00000
   617    1  I           6669.6016     -26.0638          45.3322          0.00000
   618    1  I           6669.6025     -26.1077          45.2939          0.00000
   619    1  I           6669.6035     -26.1516          45.3215          0.00000
   620    1  I           6669.6045     -26.1955          45.3295          0.00000
   621    1  I           6669.6055     -26.2394          45.3119          0.00000
   622    1  I           6669.6064     -26.2833          45.3305          0.00000
   623    1  I           6669.6074     -26.3272          45.3353          0.00000
   624    1  I           6669.6084     -26.3711          45.3197          0.00000
   625    1  I           6669.6094     -26.4150          45.3208          0.00000
   626    1  I           6669.6104     -26.4589          45.3413          0.00000
   627    1  I           6669.6113     -26.5028          45.3322          0.00000
   628    1  I           6669.6123     -26.5467          45.3315          0.00000
   629    1  I           6669.6133     -26.5906          45.3105          0.00000
   630    1  I           6669.6143     -26.6345          45.3255          0.00000
   631    1  I           6669.6152     -26.6784          45.3077          0.00000
   632    1  I           6669.6162     -26.7223          45.3175          0.00000
   633    1  I           6669.6172     -26.7662          45.2915          0.00000
   634    1  I           6669.6182     -26.8101          45.3063          0.00000
   635    1  I           6669.6191     -26.8540          45.3380          0.00000
   636    1  I           6669.6201     -26.8979          45.3020          0.00000
   637    1  I           6669.6211     -26.9418          45.3078          0.00000
   638    1  I           6669.6221     -26.9857          45.2970          0.00000
   639    1  I           6669.6230     -27.0296          45.3089          0.00000
   640    1  I           6669.6240     -27.0735          45.3227          0.00000
   641    1  I           6669.6250     -27.1174          45.3171          0.00000
   642    1  I           6669.6260     -27.1613          45.3307          0.00000
   643    1  I           6669.6270     -27.2052          45.3283          0.00000
   644    1  I           6669.6279     -27.2491          45.3554          0.00000
   645    1  I           6669.6289     -27.2930          45.3484          0.00000
   646    1  I           6669.6299     -27.3369          45.3534          0.00000
   647    1  I           6669.6309     -27.3808          45.3974          0.00000
   648    1  I           6669.6318     -27.4247          45.3972          0.00000
   649    1  I           6669.6328     -27.4686          45.4364          0.00000
   650    1  I           6669.6338     -27.5125          45.4676          0.00000
   651    1  I           6669.6348     -27.5564          45.5286          0.00000
   652    1  I           6669.6357     -27.6003          45.6422          0.00000
   653    1  I           6669.6367     -27.6442          45.7923          0.00000
   654    1  I           6669.6377     -27.6881          46.0109          0.00000
   655    1  I           6669.6387     -27.7320          46.2900          0.00000
   656    1  I           6669.6396     -27.7759          46.5955          0.00000
   657    1  I           6669.6406     -27.8198          46.8887          0.00000
   658    1  I           6669.6416     -27.8637          47.1471          0.00000
   659    1  I           6669.6426     -27.9076          47.3190          0.00000
   660    1  I           6669.6436     -27.9515          47.3770          0.00000
   661    1  I           6669.6445     -27.9954          47.3376          0.00000
   662    1  I           6669.6455     -28.0393          47.2111          0.00000
   663    1  I           6669.6465     -28.0832          47.0129          0.00000
   664    1  I           6669.6475     -28.1271          46.7733          0.00000
   665    1  I           6669.6484     -28.1710          46.5055          0.00000
   666    1  I           6669.6494     -28.2149          46.2620          0.00000
   667    1  I           6669.6504     -28.2588          46.0264          0.00000
   668    1  I           6669.6514     -28.3027          45.8249          0.00000
   669    1  I           6669.6523     -28.3466          45.6734          0.00000
   670    1  I           6669.6533     -28.3905          45.5638          0.00000
   671    1  I           6669.6543     -28.4344          45.4816          0.00000
   672    1  I           6669.6553     -28.4783          45.4457          0.00000
   673    1  I           6669.6562     -28.5222          45.3929          0.00000
   674    1  I           6669.6572     -28.5661          45.3955          0.00000
   675    1  I           6669.6582     -28.6100          45.3920          0.00000
   676    1  I           6669.6592     -28.6539          45.3983          0.00000
   677    1  I           6669.6602     -28.6978          45.3943          0.00000
   678    1  I           6669.6611     -28.7417          45.3976          0.00000
   679    1  I           6669.6621     -28.7856          45.3967          0.00000
   680    1  I           6669.6631     -28.8295          45.3837          0.00000
   681    1  I           6669.6641     -28.8734          45.3686          0.00000
   682    1  I           6669.6650     -28.9173          45.3717          0.00000
   683    1  I           6669.6660     -28.9612          45.3753          0.00000
   684    1  I           6669.6670     -29.0051          45.3633          0.00000
   685    1  I           6669.6680     -29.0490          45.3615          0.00000
   686    1  I           6669.6689     -29.0929          45.3770          0.00000
   687    1  I           6669.6699     -29.1368          45.3720          0.00000
   688    1  I           6669.6709     -29.1807          45.3906          0.00000
   689    1  I           6669.6719     -29.2246          45.4270          0.00000
   690    1  I           6669.6729     -29.2685          45.4242          0.00000
   691    1  I           6669.6738     -29.3124          45.3998          0.00000
   692    1  I           6669.6748     -29.3563          45.4029          0.00000
   693    1  I           6669.6758     -29.4002          45.4041          0.00000
   694    1  I           6669.6768     -29.4441          45.4362          0.00000
   695    1  I           6669.6777     -29.4880          45.4458          0.00000
   696    1  I           6669.6787     -29.5319          45.4621          0.00000
   697    1  I           6669.6797     -29.5758          45.4925          0.00000
   698    1  I           6669.6807     -29.6197          45.5193          0.00000
   699    1  I           6669.6816     -29.6636          45.5801          0.00000
   700    1  I           6669.6826     -29.7075          45.6672          0.00000
   701    1  I           6669.6836     -29.7514          45.7905          0.00000
   702    1  I           6669.6846     -29.7953          45.9169          0.00000
   703    1  I           6669.6855     -29.8392          46.1238          0.00000
   704    1  I           6669.6865     -29.8831          46.2938          0.00000
   705    1  I           6669.6875     -29.9270          46.4468          0.00000
   706    1  I           6669.6885     -29.9709          46.5382          0.00000
   707    1  I           6669.6895     -30.0148          46.5460          0.00000
   708    1  I           6669.6904     -30.0587          46.4570          0.00000
   709    1  I           6669.6914     -30.1026          46.3411          0.00000
   710    1  I           6669.6924     -30.1465          46.1773          0.00000
   711    1  I           6669.6934     -30.1904          46.0170          0.00000
   712    1  I           6669.6943     -30.2343          45.8742          0.00000
   713    1  I           6669.6953     -30.2782          45.7882          0.00000
   714    1  I           6669.6963     -30.3221          45.7357          0.00000
   715    1  I           6669.6973     -30.3660          45.7886          0.00000
   716    1  I           6669.6982     -30.4099          45.8332          0.00000
   717    1  I           6669.6992     -30.4538          45.9228          0.00000
   718    1  I           6669.7002     -30.4977          46.0446          0.00000
   719    1  I           6669.7012     -30.5416          46.1814          0.00000
   720    1  I           6669.7021     -30.5855          46.2340          0.00000
   721    1  I           6669.7031     -30.6294          46.2720          0.00000
   722    1  I           6669.7041     -30.6733          46.2482          0.00000
   723    1  I           6669.7051     -30.7172          46.2250          0.00000
   724    1  I           6669.7061     -30.7611          46.1480          0.00000
   725    1  I           6669.7070     -30.8050          46.1058          0.00000
   726    1  I           6669.7080     -30.8489          46.0957          0.00000
   727    1  I           6669.7090     -30.8928          46.1148          0.00000
   728    1  I           6669.7100     -30.9367          46.1306          0.00000
   729    1  I           6669.7109     -30.9806          46.1707          0.00000
   730    1  I           6669.7119     -31.0245          46.2087          0.00000
   731    1  I           6669.7129     -31.0684          46.2982          0.00000
   732    1  I           6669.7139     -31.1123          46.3831          0.00000
   733    1  I           6669.7148     -31.1562          46.4901          0.00000
   734    1  I           6669.7158     -31.2001          46.6082          0.00000
   735    1  I           6669.7168     -31.2440          46.6549          0.00000
   736    1  I           6669.7178     -31.2879          46.7354          0.00000
   737    1  I           6669.7188     -31.3318          46.7998          0.00000
   738    1  I           6669.7197     -31.3757          46.8448          0.00000
   739    1  I           6669.7207     -31.4196          46.9274          0.00000
   740    1  I           6669.7217     -31.4635          46.9508          0.00000
   741    1  I           6669.7227     -31.5074          47.0009          0.00000
   742    1  I           6669.7236     -31.5513          47.0485          0.00000
   743    1  I           6669.7246     -31.5952          47.1086          0.00000
   744    1  I           6669.7256     -31.6391          47.1547          0.00000
   745    1  I           6669.7266     -31.6830          47.0933          0.00000
   746    1  I           6669.7275     -31.7269          47.0723          0.00000
   747    1  I           6669.7285     -31.7708          47.0722          0.00000
   748    1  I           6669.7295     -31.8147          47.1109          0.00000
   749    1  I           6669.7305     -31.8586          47.1522          0.00000
   750    1  I           6669.7314     -31.9025          47.1700          0.00000
   751    1  I           6669.7324     -31.9464          47.1844          0.00000
   752    1  I           6669.7334     -31.9903          47.3061          0.00000
   753    1  I           6669.7344     -32.0342          47.5054          0.00000
   754    1  I           6669.7354     -32.0781          47.8229          0.00000
   755    1  I           6669.7363     -32.1220          48.1652          0.00000
   756    1  I           6669.7373     -32.1659          48.6768          0.00000
   757    1  I           6669.7383     -32.2098          49.2863          0.00000
   758    1  I           6669.7393     -32.2537          50.0765          0.00000
   759    1  I           6669.7402     -32.2976          50.9545          0.00000
   760    1  I           6669.7412     -32.3415          51.8696          0.00000
   761    1  I           6669.7422     -32.3854          52.6637          0.00000
   762    1  I           6669.7432     -32.4293          53.5099          0.00000
   763    1  I           6669.7441     -32.4732          54.3518          0.00000
   764    1  I           6669.7451     -32.5171          55.3830          0.00000
   765    1  I           6669.7461     -32.5610          56.6703          0.00000
   766    1  I           6669.7471     -32.6049          57.9977          0.00000
   767    1  I           6669.7480     -32.6488          59.1466          0.00000
   768    1  I           6669.7490     -32.6927          60.1366          0.00000
   769    1  I           6669.7500     -32.7366          61.3091          0.00000
   770    1  I           6669.7510     -32.7805          62.8183          0.00000
   771    1  I           6669.7520     -32.8244          64.1322          0.00000
   772    1  I           6669.7529     -32.8683          65.2424          0.00000
   773    1  I           6669.7539     -32.9122          66.6749          0.00000
   774    1  I           6669.7549     -32.9561          67.9980          0.00000
   775    1  I           6669.7559     -33.0000          68.3928          0.00000
   776    1  I           6669.7568     -33.0438          67.7613          0.00000
   777    1  I           6669.7578     -33.0877          66.3497          0.00000
   778    1  I           6669.7588     -33.1316          64.4388          0.00000
   779    1  I           6669.7598     -33.1755          62.8415          0.00000
   780    1  I           6669.7607     -33.2194          62.1034          0.00000
   781    1  I           6669.7617     -33.2633          63.0802          0.00000
   782    1  I           6669.7627     -33.3072          66.3463          0.00000
   783    1  I           6669.7637     -33.3511          72.4861          0.00000
   784    1  I           6669.7646     -33.3950          81.5988          0.00000
   785    1  I           6669.7656     -33.4389          92.9593          0.00000
   786    1  I           6669.7666     -33.4828          105.701          0.00000
   787    1  I           6669.7676     -33.5267          119.115          0.00000
   788    1  I           6669.7686     -33.5706          132.503          0.00000
   789    1  I           6669.7695     -33.6145          145.515          0.00000
   790    1  I           6669.7705     -33.6584          158.868          0.00000
   791    1  I           6669.7715     -33.7023          172.949          0.00000
   792    1  I           6669.7725     -33.7462          189.221          0.00000
   793    1  I           6669.7734     -33.7901          207.356          0.00000
   794    1  I           6669.7744     -33.8340          225.787          0.00000
   795    1  I           6669.7754     -33.8779          240.846          0.00000
   796    1  I           6669.7764     -33.9218          248.602          0.00000
   797    1  I           6669.7773     -33.9657          246.439          0.00000
   798    1  I           6669.7783     -34.0096          234.932          0.00000
   799    1  I           6669.7793     -34.0535          216.579          0.00000
   800    1  I           6669.7803     -34.0974          196.408          0.00000
   801    1  I           6669.7812     -34.1413          179.025          0.00000
   802    1  I           6669.7822     -34.1852          168.323          0.00000
   803    1  I           6669.7832     -34.2291          166.863          0.00000
   804    1  I           6669.7842     -34.2730          175.353          0.00000
   805    1  I           6669.7852     -34.3169          191.635          0.00000
   806    1  I           6669.7861     -34.3608          209.542          0.00000
   807    1  I           6669.7871     -34.4047          222.699          0.00000
   808    1  I           6669.7881     -34.4486          228.099          0.00000
   809    1  I           6669.7891     -34.4925          227.601          0.00000
   810    1  I           6669.7900     -34.5364          225.215          0.00000
   811    1  I           6669.7910     -34.5803          223.853          0.00000
   812    1  I           6669.7920     -34.6242          226.480          0.00000
   813    1  I           6669.7930     -34.6681          236.253          0.00000
   814    1  I           6669.7939     -34.7120          258.143          0.00000
   815    1  I           6669.7949     -34.7559          291.855          0.00000
   816    1  I           6669.7959     -34.7998          328.873          0.00000
   817    1  I           6669.7969     -34.8437          356.130          0.00000
   818    1  I           6669.7979     -34.8876          364.604          0.00000
   819    1  I           6669.7988     -34.9315          351.833          0.00000
   820    1  I           6669.7998     -34.9754          320.301          0.00000
   821    1  I           6669.8008     -35.0193          274.854          0.00000
   822    1  I           6669.8018     -35.0632          224.347          0.00000
   823    1  I           6669.8027     -35.1071          179.916          0.00000
   824    1  I           6669.8037     -35.1510          147.899          0.00000
   825    1  I           6669.8047     -35.1949          127.944          0.00000
   826    1  I           6669.8057     -35.2388          116.501          0.00000
   827    1  I           6669.8066     -35.2827          111.344          0.00000
   828    1  I           6669.8076     -35.3266          111.328          0.00000
   829    1  I           6669.8086     -35.3705          118.911          0.00000
   830    1  I           6669.8096     -35.4144          141.651          0.00000
   831    1  I           6669.8105     -35.4583          192.150          0.00000
   832    1  I           6669.8115     -35.5022          275.987          0.00000
   833    1  I           6669.8125     -35.5461          378.078          0.00000
   834    1  I           6669.8135     -35.5900          463.514          0.00000
   835    1  I           6669.8145     -35.6339          497.294          0.00000
   836    1  I           6669.8154     -35.6778          464.672          0.00000
   837    1  I           6669.8164     -35.7217          381.179          0.00000
   838    1  I           6669.8174     -35.7656          285.596          0.00000
   839    1  I           6669.8184     -35.8095          214.149          0.00000
   840    1  I           6669.8193     -35.8534          172.468          0.00000
   841    1  I           6669.8203     -35.8973          147.629          0.00000
   842    1  I           6669.8213     -35.9412          132.040          0.00000
   843    1  I           6669.8223     -35.9851          125.924          0.00000
   844    1  I           6669.8232     -36.0290          130.069          0.00000
   845    1  I           6669.8242     -36.0729          141.161          0.00000
   846    1  I           6669.8252     -36.1168          155.155          0.00000
   847    1  I           6669.8262     -36.1607          168.842          0.00000
   848    1  I           6669.8271     -36.2046          180.684          0.00000
   849    1  I           6669.8281     -36.2485          191.146          0.00000
   850    1  I           6669.8291     -36.2924          204.108          0.00000
   851    1  I           6669.8301     -36.3363          225.945          0.00000
   852    1  I           6669.8311     -36.3802          257.310          0.00000
   853    1  I           6669.8320     -36.4241          289.073          0.00000
   854    1  I           6669.8330     -36.4680          311.617          0.00000
   855    1  I           6669.8340     -36.5119          325.062          0.00000
   856    1  I           6669.8350     -36.5558          340.212          0.00000
   857    1  I           6669.8359     -36.5997          360.499          0.00000
   858    1  I           6669.8369     -36.6436          374.818          0.00000
   859    1  I           6669.8379     -36.6875          370.962          0.00000
   860    1  I           6669.8389     -36.7314          343.190          0.00000
   861    1  I           6669.8398     -36.7753          295.469          0.00000
   862    1  I           6669.8408     -36.8192          240.332          0.00000
   863    1  I           6669.8418     -36.8631          193.907          0.00000
   864    1  I           6669.8428     -36.9070          165.019          0.00000
   865    1  I           6669.8438     -36.9509          152.402          0.00000
   866    1  I           6669.8447     -36.9948          149.957          0.00000
   867    1  I           6669.8457     -37.0387          153.707          0.00000
   868    1  I           6669.8467     -37.0826          162.018          0.00000
   869    1  I           6669.8477     -37.1265          176.993          0.00000
   870    1  I           6669.8486     -37.1704          203.118          0.00000
   871    1  I           6669.8496     -37.2143          242.163          0.00000
   872    1  I           6669.8506     -37.2582          289.149          0.00000
   873    1  I           6669.8516     -37.3021          335.585          0.00000
   874    1  I           6669.8525     -37.3460          373.211          0.00000
   875    1  I           6669.8535     -37.3899          399.285          0.00000
   876    1  I           6669.8545     -37.4338          413.993          0.00000
   877    1  I           6669.8555     -37.4777          418.596          0.00000
   878    1  I           6669.8564     -37.5216          411.604          0.00000
   879    1  I           6669.8574     -37.5655          389.027          0.00000
   880    1  I           6669.8584     -37.6094          345.772          0.00000
   881    1  I           6669.8594     -37.6533          288.343          0.00000
   882    1  I           6669.8604     -37.6972          234.959          0.00000
   883    1  I           6669.8613     -37.7411          204.525          0.00000
   884    1  I           6669.8623     -37.7850          201.873          0.00000
   885    1  I           6669.8633     -37.8289          219.175          0.00000
   886    1  I           6669.8643     -37.8728          245.696          0.00000
   887    1  I           6669.8652     -37.9167          274.629          0.00000
   888    1  I           6669.8662     -37.9606          301.132          0.00000
   889    1  I           6669.8672     -38.0045          321.157          0.00000
   890    1  I           6669.8682     -38.0484          329.909          0.00000
   891    1  I           6669.8691     -38.0923          323.952          0.00000
   892    1  I           6669.8701     -38.1362          305.904          0.00000
   893    1  I           6669.8711     -38.1801          283.895          0.00000
   894    1  I           6669.8721     -38.2240          268.908          0.00000
   895    1  I           6669.8730     -38.2679          265.614          0.00000
   896    1  I           6669.8740     -38.3118          271.964          0.00000
   897    1  I           6669.8750     -38.3557          283.908          0.00000
   898    1  I           6669.8760     -38.3996          299.568          0.00000
   899    1  I           6669.8770     -38.4435          317.182          0.00000
   900    1  I           6669.8779     -38.4874          338.430          0.00000
   901    1  I           6669.8789     -38.5313          382.939          0.00000
   902    1  I           6669.8799     -38.5752          491.307          0.00000
   903    1  I           6669.8809     -38.6191          659.599          0.00000
   904    1  I           6669.8818     -38.6630          794.258          0.00000
   905    1  I           6669.8828     -38.7069          828.563          0.00000
   906    1  I           6669.8838     -38.7508          781.591          0.00000
   907    1  I           6669.8848     -38.7947          700.969          0.00000
   908    1  I           6669.8857     -38.8386          614.451          0.00000
   909    1  I           6669.8867     -38.8825          521.579          0.00000
   910    1  I           6669.8877     -38.9264          430.595          0.00000
   911    1  I           6669.8887     -38.9703          358.792          0.00000
   912    1  I           6669.8896     -39.0142          310.784          0.00000
   913    1  I           6669.8906     -39.0581          271.166          0.00000
   914    1  I           6669.8916     -39.1020          227.353          0.00000
   915    1  I           6669.8926     -39.1459          181.317          0.00000
   916    1  I           6669.8936     -39.1898          139.869          0.00000
   917    1  I           6669.8945     -39.2337          106.871          0.00000
   918    1  I           6669.8955     -39.2776          84.7567          0.00000
   919    1  I           6669.8965     -39.3215          72.5034          0.00000
   920    1  I           6669.8975     -39.3654          66.6671          0.00000
   921    1  I           6669.8984     -39.4093          63.7146          0.00000
   922    1  I           6669.8994     -39.4532          61.3501          0.00000
   923    1  I           6669.9004     -39.4971          58.7888          0.00000
   924    1  I           6669.9014     -39.5410          56.6173          0.00000
   925    1  I           6669.9023     -39.5849          55.6369          0.00000
   926    1  I           6669.9033     -39.6288          55.9929          0.00000
