       magilla    MFPRT(31DEC13)     745               12-AUG-2015   13:10:40               Page    1
 Row #      Plane     Peak int      X-offset      Y-offset     Err peak    Err X-off    Err Y-off    Resid rms     Velocity
           pixels      Jy/beam           mas           mas      Jy/beam          mas          mas           Jy         km/s
 
*****   MF file version = 1    V255S LINE2 .ICL001. 1   *****
 
   290   1401.000       17.798       252.757      -246.101        0.504        0.129        0.076        1.712     -505.260
   291   1401.000       10.797       491.773      -379.494        0.503        0.167        0.168        0.574     -505.260
   292   1402.000       97.765       258.559      -255.572        0.631        0.025        0.022        1.845     -505.637
   293   1402.000       23.263       249.928      -245.796        0.625        0.103        0.094        1.375     -505.637
   294   1403.000       84.517       258.230      -255.897        0.566        0.026        0.021        1.693     -506.015
   295   1403.000       23.841       248.713      -246.061        0.554        0.081        0.101        2.070     -506.015
   296   1403.000       11.480       150.223      -186.426        0.579        0.164        0.141        0.673     -506.015
   297   1404.000       51.890       257.700      -256.053        0.510        0.036        0.030        1.529     -506.393
   298   1404.000       15.475       241.752      -238.769        0.500        0.134        0.114        1.415     -506.393
   299   1404.000       15.275       248.366      -247.381        0.509        0.113        0.109        0.824     -506.393
   300   1404.000       14.709       150.532      -186.774        0.519        0.121        0.105        0.714     -506.393
   301   1405.000       23.490       256.686      -256.272        0.508        0.074        0.069        1.709     -506.770
   302   1405.000       19.194       241.083      -238.437        0.500        0.104        0.092        1.783     -506.770
   303   1405.000       14.652       150.683      -187.016        0.517        0.115        0.096        0.520     -506.770
   304   1406.000       12.390       235.061      -227.693        0.872        0.258        0.245        1.308     -507.148
   305   1406.000        9.882       151.505      -187.416        0.893        0.313        0.264        0.781     -507.148
   306   1407.000       22.655       117.395      -200.309        0.582        0.099        0.083        0.354     -507.526
   307   1408.000       31.827       116.830      -200.397        0.450        0.057        0.047        0.518     -507.903
   308   1409.000       39.281       115.736      -200.131        0.692        0.068        0.057        0.826     -508.281
   309   1410.000       42.340       115.412      -200.306        0.928        0.086        0.071        1.613     -508.659
   310   1411.000       37.429       114.485      -199.998        0.860        0.095        0.081        1.891     -509.036
   311   1412.000       21.288       114.000      -200.055        0.645        0.139        0.120        1.641     -509.414
   312   1412.000       16.211        93.501      -188.700        0.648        0.172        0.139        0.701     -509.414
   313   1413.000       31.589        85.879      -186.448        0.740        0.129        0.120        1.487     -509.792
   314   1413.000       18.033       158.389      -225.424        0.759        0.201        0.158        1.481     -509.792
   315   1413.000       13.456       280.301      -189.312        0.760        0.253        0.225        0.796     -509.792
   316   1413.000       11.199       172.986      -230.690        0.759        0.315        0.255        1.193     -509.792
   317   1413.000       11.138        74.529      -177.556        0.795        0.251        0.208        0.987     -509.792
   318   1413.000        9.662       121.003      -208.096        0.774        0.309        0.275        1.121     -509.792
   319   1414.000      119.961        86.845      -191.690        0.908        0.034        0.028        2.156     -510.169
   320   1414.000       21.396       279.524      -190.949        0.895        0.194        0.197        0.881     -510.169
   321   1414.000       13.795       164.739      -227.937        0.876        0.463        0.285        1.681     -510.169
   322   1414.000       13.150        77.464      -178.706        0.904        0.372        0.219        1.503     -510.169
   323   1414.000       12.383        85.742      -183.797        0.950        0.369        0.170        2.308     -510.169
   324   1414.000       10.303         1.759      -210.067        0.886        0.523        0.443        0.859     -510.169
   325   1415.000      243.848        85.928      -192.027        0.919        0.018        0.013        3.493     -510.547
   326   1415.000       30.955       278.047      -191.351        0.921        0.115        0.118        0.662     -510.547
   327   1415.000       16.746         2.793      -213.377        0.936        0.213        0.192        0.813     -510.547
   328   1415.000       13.535        78.917      -181.070        0.923        0.339        0.280        2.258     -510.547
       magilla    MFPRT(31DEC13)     745               12-AUG-2015   13:10:40               Page    7
 Row #      Plane     Peak int      X-offset      Y-offset     Err peak    Err X-off    Err Y-off    Resid rms     Velocity
           pixels      Jy/beam           mas           mas      Jy/beam          mas          mas           Jy         km/s
 
   329   1416.000      330.777        84.433      -191.761        1.121        0.018        0.011        5.920     -510.925
   330   1416.000       39.627       279.033      -193.806        1.141        0.102        0.106        1.237     -510.925
   331   1416.000       21.610         1.934      -213.646        1.153        0.198        0.172        1.497     -510.925
   332   1416.000       20.483       243.147      -209.323        1.158        0.195        0.183        0.813     -510.925
   333   1416.000       13.372       121.691      -180.062        1.158        0.321        0.279        1.640     -510.925
   334   1417.000      340.874        81.804      -191.138        1.128        0.020        0.011        4.706     -511.302
   335   1417.000       41.906       276.849      -193.770        1.153        0.102        0.100        1.193     -511.302
   336   1417.000       30.738       242.858      -210.261        1.172        0.132        0.124        1.020     -511.302
   337   1417.000       27.875        -0.327      -213.408        1.160        0.164        0.142        1.215     -511.302
   338   1417.000       12.135       120.937      -180.791        1.155        0.366        0.336        1.628     -511.302
   339   1417.000        9.645        47.730       -73.062        1.139        0.489        0.436        1.259     -511.302
   340   1418.000      301.569        78.326      -190.308        0.950        0.020        0.010        3.618     -511.680
   341   1418.000       35.232       238.989      -208.466        0.997        0.095        0.087        1.118     -511.680
   342   1418.000       31.200       273.553      -192.492        0.985        0.112        0.107        1.103     -511.680
   343   1418.000       21.405        -2.802      -213.048        0.990        0.182        0.146        0.868     -511.680
   344   1418.000       14.236       -80.295      -173.151        0.997        0.238        0.217        0.768     -511.680
   345   1418.000       11.637        45.012       -71.778        0.988        0.336        0.250        0.950     -511.680
   346   1419.000      273.361        74.208      -189.428        0.835        0.019        0.010        2.282     -512.058
   347   1419.000       31.901       235.325      -207.375        0.873        0.090        0.088        1.174     -512.058
   348   1419.000       21.314       270.363      -191.884        0.868        0.144        0.136        1.280     -512.058
   349   1419.000       15.546       -84.431      -171.423        0.874        0.190        0.172        0.957     -512.058
   350   1419.000       13.511        43.387       -71.508        0.872        0.238        0.182        1.325     -512.058
   351   1419.000       11.389        -4.426      -212.849        0.875        0.305        0.229        1.185     -512.058
   352   1420.000      272.369        70.347      -188.720        0.668        0.014        0.008        5.698     -512.435
   353   1420.000       27.207       232.014      -206.760        0.691        0.086        0.085        0.724     -512.435
   354   1420.000       16.408       266.533      -191.143        0.687        0.151        0.145        0.650     -512.435
   355   1420.000       10.846       -90.445      -169.651        0.686        0.218        0.214        0.635     -512.435
   356   1420.000       10.173       -10.378      -211.159        0.695        0.266        0.205        0.567     -512.435
   357   1421.000      271.730        67.723      -188.407        0.624        0.011        0.007        4.666     -512.813
   358   1421.000       19.899       228.849      -206.750        0.633        0.112        0.107        0.678     -512.813
   359   1421.000       11.851       263.310      -190.704        0.643        0.184        0.169        0.531     -512.813
   360   1421.000       11.660       -93.601      -169.111        0.629        0.187        0.190        0.582     -512.813
   361   1422.000      230.100        65.692      -188.244        0.499        0.009        0.006        1.067     -513.191
   362   1422.000       17.709       226.401      -206.967        0.507        0.099        0.089        0.618     -513.191
   363   1423.000      173.737        63.290      -188.083        0.403        0.011        0.007        3.067     -513.568
   364   1423.000       12.254       222.141      -205.654        0.409        0.122        0.111        0.567     -513.568
   365   1423.000       10.523        48.846      -177.831        0.419        0.130        0.106        1.635     -513.568
   366   1424.000      134.186        59.834      -187.981        0.380        0.016        0.008        2.139     -513.946
   367   1424.000       13.192       220.670      -205.793        0.391        0.102        0.102        0.532     -513.946
   368   1425.000      144.472        57.139      -187.993        0.282        0.009        0.006        2.930     -514.324
   369   1426.000      135.713        56.114      -188.013        0.240        0.007        0.005        1.401     -514.701
   370   1427.000      107.146        55.536      -187.992        0.166        0.006        0.005        0.446     -515.079
   371   1428.000       68.815        55.115      -187.957        0.133        0.007        0.006        0.431     -515.456
   372   1429.000       34.456        54.618      -188.001        0.116        0.012        0.010        0.697     -515.834
   373   1430.000       11.441        53.587      -188.114        0.081        0.030        0.024        0.816     -516.212
