       magilla    MFPRT(31DEC13)     745               09-NOV-2015   22:15:34               Page    1
 Row #      Plane     Peak int      X-offset      Y-offset     Err peak    Err X-off    Err Y-off    Resid rms     Velocity
           pixels      Jy/beam           mas           mas      Jy/beam          mas          mas           Jy         km/s
 
*****   MF file version = 1    V255T LINE2 .ICL001. 1   *****
 
   234     91.000        0.721       -29.649        16.779        0.076        0.360        0.268        0.089     -474.011
   235     91.000        0.576       -14.566       -77.931        0.075        0.492        0.366        0.078     -474.011
   236     91.000        0.526       -92.140        43.451        0.076        0.494        0.368        0.079     -474.011
   237     91.000        0.386       -26.929        18.209        0.075        0.734        0.547        0.096     -474.011
   238     91.000        0.160        -7.583       -82.338        0.076        1.619        1.206        0.085     -474.011
   239     92.000        7.613       -14.126       -17.490        0.063        0.028        0.021        0.075     -474.426
   240     92.000        6.255        -8.620       -12.335        0.063        0.034        0.026        0.083     -474.426
   241     92.000        5.927       -32.286       -45.025        0.063        0.036        0.027        0.172     -474.426
   242     92.000        1.336       -25.928       -34.360        0.063        0.161        0.120        0.111     -474.426
   243     92.000        0.598        46.737      -105.426        0.063        0.359        0.268        0.068     -474.426
   244     92.000        0.543       -14.973       -78.261        0.063        0.396        0.295        0.072     -474.426
   245     92.000        0.119       585.625      -603.388        0.063        1.802        1.342        0.069     -474.426
   246     92.000        0.105       594.596      -607.765        0.063        2.052        1.528        0.067     -474.426
   247     92.000        0.077       366.225      -609.467        0.063        2.799        2.084        0.037     -474.426
   248     93.000        8.439       -13.911       -17.417        0.048        0.019        0.014        0.090     -474.842
   249     93.000        8.045        -8.708       -12.457        0.048        0.020        0.015        0.082     -474.842
   250     93.000        2.007       -32.282       -44.789        0.048        0.081        0.061        0.126     -474.842
   251     93.000        0.753       -28.453        17.306        0.048        0.217        0.162        0.073     -474.842
   252     93.000        0.722       -14.760       -78.405        0.048        0.226        0.169        0.057     -474.842
   253     93.000        0.661       -33.160       -47.589        0.047        0.270        0.201        0.109     -474.842
   254     93.000        0.570        96.382       -36.228        0.048        0.287        0.214        0.053     -474.842
   255     93.000        0.144       542.288      -606.854        0.048        1.137        0.847        0.056     -474.842
   256     93.000        0.144       313.998      -610.751        0.048        1.139        0.848        0.049     -474.842
   257     93.000        0.104       322.718      -606.314        0.048        1.573        1.171        0.050     -474.842
   258     93.000        0.069       596.058      -608.955        0.048        2.369        1.764        0.043     -474.842
   259     93.000        0.063       587.943      -604.633        0.048        2.594        1.932        0.045     -474.842
   260     93.000        0.059       536.083      -613.198        0.048        2.781        2.071        0.053     -474.842
   261     94.000        8.562        -8.702       -12.464        0.039        0.016        0.012        0.079     -475.257
   262     94.000        8.227       -13.451       -17.265        0.039        0.016        0.012        0.082     -475.257
   263     94.000        0.714       -32.584       -45.018        0.039        0.189        0.141        0.068     -475.257
   264     94.000        0.439       -28.061        17.245        0.039        0.308        0.229        0.047     -475.257
   265     94.000        0.203       -33.168       -47.956        0.039        0.726        0.541        0.064     -475.257
   266     94.000        0.153       -25.916        17.996        0.039        0.965        0.719        0.049     -475.257
   267     94.000        0.114       320.967      -613.774        0.039        1.189        0.886        0.022     -475.257
   268     94.000        0.069       329.639      -610.722        0.039        1.955        1.456        0.027     -475.257
   269     94.000        0.068       320.734      -605.472        0.039        1.985        1.478        0.026     -475.257
   270     95.000        7.635        -8.870       -12.719        0.032        0.016        0.012        0.163     -475.673
   271     95.000        6.737       -13.161       -17.262        0.032        0.016        0.012        0.144     -475.673
   272     95.000        0.095       124.182      -608.000        0.032        1.161        0.864        0.035     -475.673
   273     95.000        0.073       116.140      -613.472        0.032        1.507        1.123        0.029     -475.673
       magilla    MFPRT(31DEC13)     745               09-NOV-2015   22:15:34               Page    6
 Row #      Plane     Peak int      X-offset      Y-offset     Err peak    Err X-off    Err Y-off    Resid rms     Velocity
           pixels      Jy/beam           mas           mas      Jy/beam          mas          mas           Jy         km/s
 
   274     96.000        5.825       -12.490       -16.743        0.028        0.018        0.013        0.136     -476.088
   275     96.000        5.701        -8.483       -12.348        0.028        0.017        0.013        0.134     -476.088
   276     96.000        0.107        98.031      -611.411        0.028        0.894        0.666        0.028     -476.088
   277     96.000        0.074      -321.302      -611.148        0.028        1.304        0.971        0.027     -476.088
   278     96.000        0.052       107.167      -609.639        0.028        2.025        1.508        0.029     -476.088
   279     97.000        4.077       -12.327       -16.604        0.022        0.020        0.015        0.105     -476.504
   280     97.000        3.892        -8.387       -12.308        0.022        0.019        0.014        0.104     -476.504
   281     97.000        0.105       102.066       -30.184        0.022        0.719        0.535        0.024     -476.504
   282     97.000        0.093        96.929       -34.867        0.022        0.816        0.608        0.023     -476.504
   283     98.000        2.380        -8.548       -12.568        0.016        0.026        0.019        0.063     -476.919
   284     98.000        2.091       -12.550       -16.808        0.017        0.027        0.020        0.042     -476.919
   285     98.000        0.077        24.823        84.911        0.017        0.741        0.552        0.017     -476.919
